企业名称,经营状态,法定代表人,注册资本,成立日期,所属省份,所属城市,电话,更多电话,邮箱,统一社会信用代码,纳税人识别号,注册号,组织机构代码,参保人數,企业类型,所属行业,网址,企业地址,经营范围
贵州趣编码教育科技有限公司,存续,金昂,50万元人民币,2019/8/13,贵州,遵义市,,,,91520303MA6HX6PB92,91520303MA6HX6PB92,,MA6HX6PB-9,0,有限责任公司(自然人投资或控股),教育,,贵州省遵义市汇川区大连路街道昆明路世贸城B区BT-3-3,"法律、法规、国务院决定规定禁止的不得经营;法律、法规、国务院决定规定应当许可(审批)的,经审批机关批准后凭许可(审批)文件经营;法律、法规、国务院决定规定无需许可(审批)的,市场主体自主选择经营。(教育领域技术开发、技术服务、技术转让、技术咨询;教育咨询、文化艺术咨询;展览展示活动服务、组织文化艺术交流活动;软件技术开发、技术服务、技术转让、技术咨询;计算机系统服务、电脑动画设计;出租商业用房。())"
福清熙隆教育科技有限公司,存续,黄壮贤,10万元人民币,2018/9/26,福建,福州市,13685028485,,,91350181MA32473M4B,91350181MA32473M4B,,MA32473M-4,0,有限责任公司(自然人投资或控股),教育,,福建省福州市福清市玉屏街道溪头洋幸福小区D4-4001/002-01/209地号整座,从事教育科技领域内的技术开发、技术咨询;软件开发;网站建设;计算机和办公设备维修;智能机器人技术开发。
邢台简胜网络科技有限公司,存续,苗强,100万元人民币,2019/3/25,河北,邢台市,,,,91130502MA0DCDFY3A,91130502MA0DCDFY3A,,MA0DCDFY-3,0,有限责任公司(自然人独资),互联网和相关服务,,河北省邢台市桥东区新东街302-1号,网络科技的技术开发、技术转让、技术咨询、技术服务、技术推广;基础软件开发;互联网数据服务;信息系统集成服务;智能化安装工程施工;会议展览展示服务;公共建筑装饰和装修;企业管理咨询;企业形象策划服务;设计、制作、代理、发布国内广告;组织文化艺术交流活动;健康咨询;体育用品、办公用品、通讯设备、电子产品、计算机软硬件及辅助设备的批发零售。
上海践升信息科技有限公司,存续,任科,500万元人民币,2016/6/30,上海,,13736845227,,,91310114MA1GTF328E,91310114MA1GTF328E,3.10E+14,MA1GTF32-8,0,有限责任公司（自然人独资）,互联网和相关服务,,上海市嘉定工业区叶城路925号B区4幢J733室,"从事计算机软件技术领域内的技术开发、技术转让、技术咨询、技术服务,商务咨询,通信建设工程施工,网络工程,计算机、软件及辅助设备的销售。"
成都硅谷少儿教育科技有限公司,存续,龚全,100万元人民币,2016/4/21,四川,成都市,13880081271,,ericgongquan@163.com,91510100MA61UDFR4K,91510100MA61UDFR4K,5.10E+14,MA61UDFR-4,0,有限责任公司(自然人投资或控股),软件和信息技术服务业,,中国(四川)自由贸易试验区成都高新区天府大道中段1388号1栋4层497号,教育软件开发;计算机软硬件开发、销售并提供技术服务;教育咨询;销售:文化用品、玩具;货物及技术进出口。。
上海牧学网络科技有限公司,存续,朱云涛,100万元人民币,2016/6/12,上海,,18801796642,,dennic@126.com,91310115MA1K3D252Y,91310115MA1K3D252Y,3.10E+14,MA1K3D25-2,7,有限责任公司(自然人投资或控股),科技推广和应用服务业,www.oxyak.com,中国(上海)自由贸易试验区祖冲之路1077号2幢1136-D室,"网络科技领域内的技术开发、技术服务、技术转让、技术咨询,计算机软硬件、智能化控制设备的开发和销售,系统集成。"
北京墨馨教育科技有限公司,在业,张振亚,1000万元人民币,2019/4/2,北京,,,,,91110108MA01J7B864,91110108MA01J7B864,,MA01J7B8-6,0,其他有限责任公司,教育,http://www.hellocode.cn,北京市海淀区中关村大街49号9号楼五层560号,"技术开发、技术推广、技术转让、技术咨询、技术服务;软件开发;健身休闲活动;应用软件服务;计算机系统服务;体育咨询;设计、制作、代理、发布广告;承办展览展示活动;会议服务;包装装潢设计;基础软件服务;技术开发、技术推广、技术转让、技术咨询、技术服务;组织体育竞赛;模型设计;企业管理咨询;企业策划;会议服务;承办展览展示活动;教育咨询);销售文化用品。(企业依法自主选择经营项目,开展经营活动;;。)"
中山坚首教育信息咨询有限公司,在业,邓志焜,20万元人民币,2018/4/17,广东,中山市,13085880990,,cnkidshow@163.com,91442000MA51JPWJ88,91442000MA51JPWJ88,,MA51JPWJ-8,1,有限责任公司(自然人投资或控股),商务服务业,www.kidcodehome.com,中山市东区起湾工业村富湾工业区(石岐区美居产业园第九幢3层7卡之三),教育信息咨询、文化交流策划;研究与开发教育软件;计算机软硬件的研究、开发、技术服务与销售。
乐佰科（深圳）教育科技有限公司,存续,黄觉坤,116.8万元人民币,2016/12/28,广东,深圳市,13600182555,13723708759；,Info@brickcode.com.cn,91440300MA5DRFJL9N,91440300MA5DRFJL9N,4.40E+14,MA5DRFJL-9,15,有限责任公司,其他服务业,http://www.brickcode.com.cn/,深圳市宝安区新安街道新湖路99号壹方城三层017A/019号铺,"一般经营项目是:文化活动策划与咨询;教具产品的研发与销售;计算机软硬件的技术开发;玩具销售及其它国内贸易;教育培训;美术培训;教育咨询;投资咨询。(以上均;根据法律、行政法规、国务院决定等规定需要审批的,依法取得相关审批文件后方可经营),许可经营项目是:创客培训。"
石家庄木文科技有限公司,存续,刘洪涛,100万元人民币,2019/6/6,河北,石家庄市,,,,91130102MA0DML3A7H,91130102MA0DML3A7H,,MA0DML3A-7,0,有限责任公司(自然人投资或控股),零售业,,河北省石家庄市长安区高营大街30号恒大御景半岛2号公寓1306室,电子产品、计算机软硬件的技术研发、技术咨询、技术转让;企业管理咨询;组织文化艺术交流活动策划;动漫设计;音像制品、国内版图书报刊(凭许可证经营)的零售。
地鼠科技（深圳）有限公司,存续,郑汉宽,500万元人民币,2016/6/15,广东,深圳市,15986327912,,417420932@qq.com,91440300MA5DELK92A,91440300MA5DELK92A,4.40E+14,MA5DELK9-2,0,有限责任公司(自然人独资),,www.waimaodishu.com,深圳市南山区南头街道马家龙社区玉泉路18号麒麟新村D栋301,"一般经营项目是:计算机技术开发、技术转让、技术咨询、技术推广、技术服务;计算机系统服务;数据处理;基础软件服务;应用软件服务;软件开发。,许可经营项目是:计算机技术培训。"
杭州艺程科技有限公司,存续,王舒,147.0588万元人民币,2017/10/12,浙江,杭州市,400-115-0550,0571-86296657；,wanghuihui@ultrabear.cn,91330102MA2AXE1715,91330102MA2AXE1715,3.30E+14,MA2AXE17-1,32,有限责任公司(自然人投资或控股),科技推广和应用服务业,www.ultrabear.com.cn,浙江省杭州市余杭区仓前街道文一西路1378号1幢E座二层212-4,"服务:计算机软硬件、网络信息技术的技术开发、技术服务,技术咨询、成果转让,教育信息咨询,会展服务,企业营销策划,设计、制作、代理、发布国内广告,室内装饰设计,平面设计;电信增值业务;批发、零售:电子产品,文体用品。"
南京思克奇网络科技有限公司,存续,李杰,110万元人民币,2017/8/9,江苏,南京市,13814006343,,,91320115MA1Q28KA40,91320115MA1Q28KA40,3.20E+14,MA1Q28KA-4,1,有限责任公司(自然人投资或控股),软件和信息技术服务业,,南京市江宁区秣陵街道胜太东路8号同曦鸣城8幢402(江宁开发区),网络技术、网络工程技术、计算机技术的技术咨询及技术服务、技术开发、技术转让;文化信息咨询;文化艺术交流、咨询、服务;互联网信息服务;计算机软硬件及网络设备的研究开发、安装及维护;广告代理、发布;文化用品的批发与零售。
武汉中软赛博信息技术有限公司,存续,唐振明,200万元人民币,2016/9/29,湖北,武汉市,027-50853268,18507110998；,zhouxing@chinasofti.com,91420106MA4KNM4E8F,91420106MA4KNM4E8F,4.20E+14,MA4KNM4E-8,1,有限责任公司（非自然人投资或控股的法人独资）,软件和信息技术服务业,www.aefgj.com,武昌区中北路31号知音大厦第3层东侧区域,计算机软件及计算机行业领域内的的技术开发、技术咨询、技术服务及技术转让;计算机系统集成服务;计算机软件及辅助设备、电子产品、机械设备的批零兼营。()
深圳腾学科技有限公司,存续,李辉,100万元人民币,2018/8/23,广东,深圳市,18676666275,,18676666275@139.com,91440300MA5F9P867C,91440300MA5F9P867C,4.40E+14,MA5F9P86-7,6,有限责任公司(中外合资),零售业,,深圳市宝安区新安街道海裕社区新安六路御景湾花园1栋201A-C7,"手机智能软件、电子商务平台、教育软件的开发及技术咨询服务;计算机软硬件开发及维护;计算机系统集成;自有房屋租赁、代收水电费。(以上均不涉及外商投资准入特别管理措施项目,限制的项目须取得许可后方可经营)"
杭州漫地科技有限公司,存续,韩旭,100万元人民币,2015/7/7,浙江,杭州市,13738140245,15058124058；,,91330110341856982H,91330110341856982H,3.30E+14,34185698-2,11,有限责任公司(自然人独资),科技推广和应用服务业,www.hostelmind.com,浙江省杭州市余杭区闲林街道五常大道421号西溪欢乐城F2-204,"技术研发、技术咨询、技术服务、成果转让:计算机软硬件、网络信息技术、电子商务技术、电子产品、教育软件;服务:教育咨询,成年人的非证书劳动职业技能培训,艺术培训,会议服务,图书租赁,市场信息咨询,商务信息咨询,票务代理,订房服务,酒店管理,餐饮管理,糕点类食品制售,自制饮品制售。"
深圳市九厚科技有限公司,存续,王海申,150万元人民币,2018/8/27,广东,深圳市,13323718530,,wang_haishen@qq.com,91440300MA5F9TWT9E,91440300MA5F9TWT9E,4.40E+14,MA5F9TWT-9,0,有限责任公司,零售业,,深圳市南山区南山街道东滨路南荔源商务大厦B栋1218,"计算机软、硬件的设计、研发、销售;计算机系统集成;国内贸易;经营进出口业务;文化教育交流信息咨询(以上根据法律、行政法规、国务院决定等规定需要审批的,依法取得相关审批文件后方可经营)。^影视动画制作与技术咨询;计算机编程培训。"
上海望优教育科技有限公司,存续,王立波,100万元人民币,2017/12/21,上海,,13918745466,13817796838；,13918745466@163.com,91310115MA1H9LH76E,91310115MA1H9LH76E,3.10E+14,MA1H9LH7-6,0,有限责任公司（自然人独资）,,www.qimaweilai.com,上海市浦东新区南汇新城镇环湖西二路888号C楼,"教育科技、智能科技、计算机科技、信息科技、新能源科技领域内的技术开发、技术咨询、技术服务、技术转让,网络科技,电子商务,文化艺术交流活动策划、企业形象策划、品牌管理策划、市场营销策划、公关活动策划,多媒体的设计与制作,设计、制作各类广告,电脑图文设计、制作,会议及展览服务,网络工程,企业管理咨询、旅游咨询、商务信息咨询,电子产品、日用百货、仪器仪表、计算机、软件及辅助设备的销售。"
厦门斯帆科技有限公司,存续,杨凡,500万元人民币,2019/7/31,福建,厦门市,17859125436,,xmsfkj@qq.com,91350203MA333CT680,91350203MA333CT680,,MA333CT6-8,0,有限责任公司(自然人投资或控股),,,厦门市思明区嘉禾路112号802室,其他未列明科技推广和应用服务业;软件开发;信息技术咨询服务;其他未列明信息技术服务业;商务信息咨询;教育咨询;计算机、软件及辅助设备批发;其他未列明商务服务业;电气设备批发;五金产品批发;其他机械设备及电子产品批发;互联网销售;机器人及智能设备的设计、研发、制造及销售。
武汉玩得开教育科技有限公司,存续,雷喜,100万元人民币,2016/12/28,湖北,武汉市,15327197155,,779416139@qq.com,91420111MA4KQDPQ1W,91420111MA4KQDPQ1W,4.20E+14,MA4KQDPQ-1,0,有限责任公司(自然人投资或控股),软件和信息技术服务业,www.wanbianma.com,洪山区北港村文治街32号武昌府二期西区5号商业栋A单元8层3室,教育软件的研发及销售;教学设备的销售、技术开发、技术咨询;计算机系统集成;文化艺术交流活动组织与策划;企业营销策划;广告设计、制作、发布、代理;会议会展服务;办公用品、文化用品、体育用品的销售。()
上海傲梦网络科技有限公司,存续,袁哲栋,100万元人民币,2014/1/16,上海,,021-62308013,021-52798702；400-805-2388；021-32267593；13917777349；,john.yan@all-dream.com,91310116090098653R,91310116090098653R,3.10E+14,09009865-3,320,有限责任公司(自然人投资或控股),零售业,http://www.all-dream.com,上海市杨浦区邯郸路10号1号楼112室,"从事网络科技领域内的技术开发、技术咨询、技术服务,计算机软件开发,文化艺术交流策划咨询、企业管理咨询,美术设计制作,计算机、软件及辅助设备,电子产品,通讯器材销售,电信业务。"
嘉兴稻兔教育科技有限公司,存续,唐益军,500万元人民币,2019/7/9,浙江,嘉兴市,,,,91330402MA2CWET332,91330402MA2CWET332,,MA2CWET3-3,0,有限责任公司(自然人投资或控股),教育,http://www.ucoderist.com,浙江省嘉兴市南湖区庆丰路1305号建瑞大厦B幢201室,教育软件的研发、销售;翻译服务;设计、制作国内各类广告;办公用品、工艺品的销售。
杭州艾谛科技有限公司,存续,蒋佳安,100万元人民币,2018/1/12,浙江,杭州市,0571-86821901,,,91330108MA2B0CRN3D,91330108MA2B0CRN3D,3.30E+14,MA2B0CRN-3,0,有限责任公司(台港澳与境内合资),科技推广和应用服务业,www.aidikids.cn,浙江省杭州市滨江区长河街道春晓路61号康康谷商业中心1幢710室,技术开发、技术服务、技术咨询、成果转让:机器人、计算机软硬件、电子产品、工业自动化技术;服务:文化艺术交流活动策划、会务服务。)
深圳市海码编程教育科技有限公司,存续,李奕橙,100万元人民币,2019/7/11,广东,深圳市,,,,91440300MA5FPEY94E,91440300MA5FPEY94E,4.40E+14,MA5FPEY9-4,0,有限责任公司,教育,http://www.haimabiancheng.com,深圳市龙岗区龙岗街道南联社区怡丰路16号远洋新干线荣域花园5栋301,"一般经营项目是:教育科技、教育项目及科研文献的咨询和策划;教育咨询;教育软件的研发;文化活动组织策划;文化艺术交流活动策划;计算机科技领域内的技术服务、技术开发、技术咨询、技术转让;经济信息咨询;企业管理咨询;计算机软硬件的销售。),许可经营项目是:"
